Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
805,Total Carbon Neutrality Ventures,Agilyx ASA,"Agilyx ASA, a technology company, engages in the chemically recycling of difficult-to-recycle post-use plastic streams. Its conversion technology utilizes pyrolysis without a catalyst and converts mixed waste plastic to naphtha and fuels, as well as depolymerizes plastics, which include polystyrene and PMMA back into virgin-quality products. The company was founded in 2004 and is headquartered in Portsmouth, New Hampshire.",Environmental and Facilities Services,,United States and Canada,3,1,3
806,Total Carbon Neutrality Ventures,"Renmatix, Inc.","Renmatix, Inc. produces and breaks downs plant materials, including nonfood or unused biomass waste to convert into building blocks for biochemicals and biofuels across the globe. Its Plantrose process, a water-based technology platform converts biomass into powerful materials to enable decarbonization and sustainability.. The company was formerly known as Sriya Innovations, Inc. and changed its name to Renmatix, Inc. in April 2011. The company was incorporated in 2007 and is based in Wayne, Pennsylvania with a location in Kennesaw, Georgia; Rome, New York; and Montreal, Canada.",Biotechnology,"ClimateTech,  Biofuel",United States and Canada,3,4,3
807,Total Carbon Neutrality Ventures,"Solidia Technologies, Inc.","Solidia Technologies, Inc. develops processes to create building, construction, and industrial products for the concrete and cement industries. The company also provides technology that incorporates artificial-intelligence into the production of concrete, which allows for the capture and storage of carbon dioxide (CO2) in concrete and transforms CO2 into a usable element in the production process. The company was incorporated in 2007 and is based in Piscataway, New Jersey.",Construction Materials,,United States and Canada,4,1,4
808,Total Carbon Neutrality Ventures,"United Wind, Inc.","United Wind, Inc. provides distributed-scale wind energy through its WindLease program. The company offers financing for wind turbines, helps to avoid up-front purchase costs, navigates processing and permitting, handles various facets of installation, and provides guaranteed service under its WindLease program. It also provides WindSight, a tool that is used to analyze the wind potential in users’ location and provide with a recommendation on what turbine would be right for users. The company serves customers in agricultural, residential, commercial, and education sectors. United Wind, Inc. was formerly known as Wind Analytics, LLC and changed its name to United Wind, Inc. in 2013. The company was founded in 2007 and is based in Brooklyn, New York.",Specialized Finance,"CleanTech,  Clean Energy, Wind Energy, Wind Turbine",United States and Canada,4,5,5
809,Total Carbon Neutrality Ventures,Sunverge Energy Inc.,"Sunverge Energy Inc. develops and operates a cloud-based energy management system that enables the aggregation and management of distributed energy resources. It offers the Sunverge energy platform a supported mobile application that enables utilities and transmission and distribution (T&D) operators to stack services and provides multiple value streams for consumers, vertical utilities, T&D grid operators, and wholesale power market participants. The company also provides energy storage systems—a fully integrated, field-tested energy storage system that includes batteries, power electronics, and Sunverge energy management software. It serves homeowners, small and medium-sized businesses, utilities, and electricity regulators. Sunverge Energy Inc. has a strategic alliance with Eaton Corporation plc. The company was founded in 2009 and is based in San Francisco, California with a research, development, and manufacturing facility in Stockton, California.",Application Software,"Energy Storage,  Energy Management,  Energy Efficiency, Distributed Energy, Provides Energy",United States and Canada,3,5,5
810,Total Carbon Neutrality Ventures,"LightSail Energy, Inc.","LightSail Energy, Inc. develops and manufactures air energy storage systems. The company offers low-cost grid-scale energy storage solution, which enhances renewable energies, optimizes power grids, and democratizes access to energy. The company uses simple, low cost air storage tanks, packed in a convenient shipping container form factor using industry standard pipes. The company was founded in 2009 and is based in Berkeley, California.",Industrial Machinery and Supplies and Components,"Power Grid,  Energy Storage,  Energy Management",United States and Canada,3,5,5
811,Total Carbon Neutrality Ventures,"Stem, Inc.","Stem, Inc. operates as a digitally connected, intelligent, and renewable energy storage network provider worldwide. The company offers energy storage hardware sourced from original equipment manufacturers (OEMs); edge hardware to aid in the collection of site data and real-time operation and control of the site and other optional equipment; and Athena, a software platform, which offers battery hardware and software-enabled services to operate the energy storage systems. It serves commercial and industrial enterprises, independent power producers, renewable project developers, and utilities and grid operators. The company was incorporated in 2009 and is headquartered in San Francisco, California.",Electrical Components and Equipment,"Artificial Intelligence,  Process Automation,  Smart Energy,  Machine Learning,  Sensors,  Energy Storage,  Energy Management",United States and Canada,3,5,5
812,Total Carbon Neutrality Ventures,OpenField Technology,"OpenField Technology manufactures micro sensing systems for the oil and gas industry. The company offers smartball flowable pressure and temperature micro-recorders, micro pressure and temperature digital sensors for OEM integration, pressure and temperature micro-sensors for permanent monitoring, and other pressure and temperature micro-recorders for drill stem testing and hydraulic fracturing. Its products are used in frac monitoring, gradient logging, logging while drilling, perforation monitoring, pressure buildup analysis, reservoir evaluation, reservoir properties, subsea instrumentation, water injection monitoring, well performance characterization, well performance optimization, well production monitoring, well surveillance, well testing, and well treatment characterization applications. The company was founded in 2011 and is based in Versailles, France.",Oil and Gas Equipment and Services,Sensors,Europe,2,1,2
813,Total Carbon Neutrality Ventures,"NexSteppe, Inc.","NexSteppe, Inc. develops and commercializes tailored crops that provide raw materials for biofuels, biopower, biogas, and biobased products. The company offers Malibu sweet sorghum and Palo Alto biomass sorghum that are used for energy production in the United States and Brazil. NexSteppe, Inc. was founded in 2010 and is based in Scottsdale, Arizona.",Agricultural Products and Services,"Biofuel, Sweet Sorghum",United States and Canada,3,4,3
814,Total Carbon Neutrality Ventures,"Elevance Renewable Sciences, Inc.","Elevance Renewable Sciences, Inc. produces and distributes specialty chemicals from plant oils through natural oil metathesis. The company offers cleaning ingredients, coating materials, oil field chemicals, personal care ingredients, surfactant intermediates, polymer building blocks, and intermediates for agriculture, industrial, pharmaceutical, polymers, personal care, and chemical industries. Its products are used in detergents, coatings, personal care products, oil field products, agricultural chemicals, and engineered polymers. The company also provides manufacturing consulting, engineering, and technical consulting services for intermediates and bio-based feedstocks. The company was formerly known as Renewable Chemicals Corporation. The company was incorporated in 2007 and is headquartered in Pearland, Texas.",Specialty Chemicals,,United States and Canada,3,2,3
815,Total Carbon Neutrality Ventures,EnerVault Corporation,"EnerVault Corporation provides energy storage solutions for renewable energy, utility, grid, commercial, and industrial applications. The company provides cost-effective, safe, and reliable solutions. EnerVault Corporation was incorporated in 2008 and is based in Sunnyvale, California.",Heavy Electrical Equipment,"Energy Storage,  Energy Management,  Energy Efficiency, Provides Energy",United States and Canada,3,5,5
816,TotalEnergies SE,Abu Dhabi Gas Industries Ltd.,"Abu Dhabi Gas Industries Ltd. owns and operates gas processing plants. The company offers gas turbines and natural gas production services. The company was founded in 1978 and is based in Abu Dhabi, United Arab Emirates. Abu Dhabi Gas Industries Ltd. operates as a subsidiary of Abu Dhabi National Oil Company.",Gas Utilities,,Africa / Middle East,1,1,1
817,TotalEnergies SE,Abu Dhabi Gas Liquefaction Co. Limited,"Abu Dhabi Gas Liquefaction Co. Limited, doing business as ADNOC LNG, engages in gas processing and Liquefied Natural Gas (LNG) production. It also supply LNG and Liquefied Petroleum Gas (LPG). The company was founded in 1973 and is based in Abu Dhabi, United Arab Emirates. Abu Dhabi Gas Liquefaction Co. Limited operates as a subsidiary of Abu Dhabi National Oil Company.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
818,TotalEnergies SE,Abu Dhabi Marine Operating Company,"Abu Dhabi Marine Operating Company engages in the exploration, development, and production of oil and gas from the offshore areas of the Emirate of Abu Dhabi. It processes crude oil; and stores and exports oil and gas worldwide. Abu Dhabi Marine Operating Company was formerly known as Abu Dhabi Marine Areas Ltd. and changed its name to Abu Dhabi Marine Operating Company in 1977. The company was founded in 1954 and is based in Abu Dhabi, United Arab Emirates. Abu Dhabi Marine Operating Company operates as a subsidiary of Abu Dhabi National Oil Company. As of November 28, 2019, Abu Dhabi Marine Operating Company is in liquidation.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
819,TotalEnergies SE,Adani Gas Limited,"Adani Gas Limited engages in the distribution of natural gas to industrial, commercial, domestic, and CNG customers. The company was incorporated in 2005 and is based in Faridabad, India.",Gas Utilities,,Asia-Pacific,1,1,1
820,TotalEnergies SE,Adani Green Energy Limited,"Adani Green Energy Limited generates and supplies renewable energy to central and state government entities, and government backed corporations in India. The company builds, owns, and operates power plants through renewable sources, such as solar, wind, and hybrid. It operated solar power plants with an operational capacity of 5,063 megawatts (MW); and wind power plants with an operational capacity of 1201 MW. The company was incorporated in 2015 and is based in Ahmedabad, India.",Renewable Electricity,"CleanTech,  Clean Energy, Solar Power, Solar Power Plant, Wind Power Plant",Asia-Pacific,3,5,5
821,TotalEnergies SE,Al Kharsaa Solar Holdings B.V.,Al Kharsaa Solar Holdings B.V. is based in Netherlands.,,,Europe,3,1,3
822,TotalEnergies SE,Angola Lng Supply Services LLC,"Angola LNG Supply Services LLC is headquartered in Houston, Texas.",Gas Utilities,,United States and Canada,3,1,3
823,TotalEnergies SE,Arctic LNG 2,Arctic LNG 2 engages in the production of liquefied natural gas. The company is based in Russia. Arctic LNG 2 operates as a subsidiary of PAO NOVATEK.,Oil and Gas Exploration and Production,,Europe,1,1,1
824,TotalEnergies SE,Arteco NV,"Arteco NV develops and manufactures antifreeze coolants and heat transfer fluids for automotive and industrial applications in the United States. It offers engine coolants, engine test fluids, and heat transfer fluids for chemical, food, and pharmaceutical industries. The company’s products are used in a range of vehicles, such as passenger cars, heavy-duty trucks, construction equipment, and bus and marine applications. It supplies its products to oil companies, independent blenders, and chemical distributors through a network of distributors. Arteco NV was founded in 1998 and is based in Schoten, Belgium with plant locations in Antwerp, Belgium; Valencia, Spain; Izmir, Turkey; and Moscow, the Russian Federation. The company has operations in Europe, the Asia-Pacific, the Middle-East, and Africa. Arteco NV operates as a subsidiary of Chevron Corporation.",Specialty Chemicals,,Europe,3,1,3
825,TotalEnergies SE,Asb Aérospatiale Batteries,"Asb Aérospatiale Batteries also known as ASB Group engages in research, design and manufacture of thermal batteries. The company was founded in 1999 and is based in Bourges, France.",Electrical Components and Equipment,,Europe,3,1,3
826,TotalEnergies SE,Automotive Cells Company SE,"Automotive Cells Company SE manufactures automotive batteries. The company was incorporated in 2020 and is based in Levallois-Perret, France.",Electrical Components and Equipment,,Europe,4,1,4
827,TotalEnergies SE,Buckeye Products Pileline LP,Buckeye Products Pileline LP is based in United States.,,,United States and Canada,3,1,3
828,TotalEnergies SE,"Buckeye Products Pipe Line, LP","Buckeye Products Pipeline, LP was incorporated in 2001 and is based in Houston, Texas.",,,United States and Canada,1,1,1
829,TotalEnergies SE,Bunduq Company Limited,"Bunduq Company Limited engages in the production of oil and gas in the Gulf Region. The company was founded in 1970 and is based in Abu Dhabi, United Arab Emirates.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
830,TotalEnergies SE,"Cameron LNG, LLC","Cameron LNG, LLC provides natural gas liquefaction and gas regasification services. Its liquefaction process includes pretreatment, acid gas removal and dehydration, heavy hydrocarbons removal, and separation and liquefaction. The company was incorporated in 2001 and is based in Houston, Texas. Cameron LNG, LLC operates as a subsidiary of Sempra Infrastructure Partners, LP.",Oil and Gas Refining and Marketing,,United States and Canada,1,2,1
831,TotalEnergies SE,Centrale Photovoltaique De Merle Sud SAS,"Centrale Photovoltaique De Merle Sud SAS owns and operates solar power plant in France. The company was founded in 2010 and is headquartered in Béziers, France.",Renewable Electricity,"CleanTech,  Clean Energy, Solar Power, Solar Power Plant",Europe,3,5,5
832,TotalEnergies SE,Centrale Solaire Olinoca,Centrale Solaire Olinoca provides integrated gas services. The company is based in France.,Integrated Oil and Gas,,Europe,1,1,1
833,TotalEnergies SE,Co Biogaz,"Co Biogaz is a construction and engineering company. It offers engineering, technical studies. It was founded in 2015 and is headquartered in Cesson-Sévigné, France.",Construction and Engineering,,Europe,3,1,3
834,TotalEnergies SE,Cote d'Ivoire GNL,Cote d'Ivoire GNL is headquartered in Ivory Coast.,,,Africa / Middle East,3,1,3
835,TotalEnergies SE,Diamond Energy Pty Ltd,"Diamond Energy Pty Ltd engages in developing, owning, operating, and managing distributed renewable energy and low-carbon footprint generation facilities in Australia. The company develops a range of wind, solar, wave, biogas, biomass, natural gas, and co-generation/tri-generation projects. It also retails green electricity through the Commercial Green brand. The company was incorporated in 2004 and is based in Prahran, Australia.",Renewable Electricity,CleanTech,Asia-Pacific,3,4,3
836,TotalEnergies SE,Dolphin Energy Limited,"Dolphin Energy Limited processes, produces, and supplies natural gas in Qatar. It transports refined methane gas to utilities and industries through subsea export pipeline. The company also offers by-products, such as condensates, LPG, sulfur, and ethane. Dolphin Energy Limited was founded in 1999 and is based in Abu Dhabi, United Arab Emirates.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
837,TotalEnergies SE,ECA LNG Holdings B.V.,"ECA LNG Holdings B.V. was incorporated in 2018 and is based in Amsterdam, the Netherlands.",Industrial Gases,,Europe,3,1,3
838,TotalEnergies SE,Ecomobilité Ventures,"Ecomobilité Ventures is a venture capital firm specializing in investments in start-ups, development stage, and early to late stage companies. The firm seeks to invest in ecomobility: services and consulting, including transportation services; and smart infrastructures; and in environment sectors linked to transport, including innovative information technology and communications (ICTs); intelligent infrastructures; and connected vehicles and mobility products. Within transportation services it seeks to invest in BtoB carsharing, BtoC carsharing, PtoP carsharing, carpooling, and urban logistics/last mile delivery. Within innovative ICTs the firm typically invests in NFC, ticketing, M2M communication, geolocation, asset tracking, and open data. Its investments in connected vehicles and mobility products may include investments in fuel quality sensors, electric wheels, batteries, and vehicle-to-X communication. The firm also invests in smart metering, parking management, and crowd and traffic management; within smart infrastructures. It invests in Europe with a focus on Western Europe. The firm typically makes equity investments between  €1 million ($1.36 million) and €4 million ($5.44 million) at the first closing in its portfolio companies. It aims to acquire minority stakes less than 30 percent. It invests through its balance sheet investments. The firm seeks to invest for a period of ten years. Ecomobilité Ventures was founded in November 2011 and is based in Paris, France.",Asset Management and Custody Banks,,Europe,4,1,4
839,TotalEnergies SE,Egyptian Lng,,Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
840,TotalEnergies SE,EolMed SAS,"EolMed SAS constructs, develops, owns, and operates floating wind power farm projects. The company was incorporated in 2016 and is based in Villeneuve-lès-Béziers, France.",Renewable Electricity,,Europe,3,5,5
841,TotalEnergies SE,First Philec Solar Corporation,First Philec Solar Corporation provides wafer-slicing services for the solar energy industry. The company is based in the Philippines. First Philec Solar Corporation operates as a subsidiary of First Philippine Electric Corporation.,Semiconductors,"CleanTech,  Clean Energy, Solar Energy",Asia-Pacific,4,5,5
842,TotalEnergies SE,Gas Del Litoral SRLCV,Gas Del Litoral SRLCV is headquartered in Mexico.,,,Latin America and Caribbean,1,1,1
843,TotalEnergies SE,Gas Del Litorals De Rl De C.V.,"Gas Del Litoral, S. De R.L. De C.V. operates as a subsidiary of Shell plc.",Oil and Gas Storage and Transportation,,Latin America and Caribbean,1,1,1
844,TotalEnergies SE,Gas Investment and Services Company Ltd.,Gas Investment and Services Company Ltd. operates as a subsidiary of Royal Dutch Shell plc.,,,Africa / Middle East,2,1,2
845,TotalEnergies SE,Geosel Manosque S.A.S.,"Geosel Manosque S.A.S. offers underground hydrocarbon storage services. It primarily serves refiners, the chemicals industry, strategic storage agencies, and petrol distributors or traders. Geosel Manosque S.A.S. was incorporated in 1967 and is based in Rueil-Malmaison, France. Geosel Manosque S.A.S. operates as a subsidiary of Transport Stockage Hydrocarbures, SA.",Oil and Gas Storage and Transportation,,Europe,2,3,2
846,TotalEnergies SE,Geostock Holding SA,"Geostock Holding SA, through its subsidiaries, provides construction and engineering services. Geostock Holding SA was incorporated in 1965 and is based in Rueil-Malmaison, France. Geostock Holding SA operates as a subsidiary of Entrepose Contracting Société Anonyme.",Construction and Engineering,,Europe,3,1,3
847,TotalEnergies SE,GLNG Operations Pty Ltd,"GLNG Operations Pty Ltd operates gas transmission pipelines to transport coal seam gas. The company was founded in 2008 and is based in Brisbane, Australia. GLNG Operations Pty Ltd is a joint venture of Korea Gas Corporation, Papl (Downstream) Pty Limited, Santos Limited, and TOTAL SE.",Oil and Gas Storage and Transportation,,Asia-Pacific,1,1,1
848,TotalEnergies SE,Greater Angostura,Greater Angostura operates as an oil and gas field in the island of Trinidad. Greater Angostura is headquartered in Trinidad & Tobago.,Oil and Gas Exploration and Production,,Latin America and Caribbean,1,1,1
849,TotalEnergies SE,Gulf Coast Pipeline LP,"Gulf Coast Pipeline LP is based in Houston, Texas.",,,United States and Canada,1,1,1
850,TotalEnergies SE,Gulf Total Tractebel Power Company PJSC,"Gulf Total Tractebel Power Company PJSC operates gas-fired electricity and desalination plant. The company is headquartered in Abu Dhabi, United Arab Emirates.",Electric Utilities,,Africa / Middle East,3,1,3
851,TotalEnergies SE,Institut Photovoltaique D' Ile De France (Ipvf),"Institut Photovoltaique D' Ile De France (Ipvf) operates research, innovation and training centres in the field of photovoltaic solar energy. The company was founded in 2012 and is based in Palaiseau, France.",Research and Consulting Services,CleanTech,Europe,3,5,5
852,TotalEnergies SE,La Metairie Neuve,"La Metairie Neuve engages in operating a hotel. The company was founded in 1992 and is based in Beauce la Romaine, France.","Hotels, Resorts and Cruise Lines",,Europe,4,1,4
853,TotalEnergies SE,"La Porte Pipeline Company, LP",LaPorte Pipeline Company LP is based in United States.,Gas Utilities,,United States and Canada,2,1,2
854,TotalEnergies SE,La Seauve,,Electric Utilities,,Europe,3,1,3
855,TotalEnergies SE,"Laffan Refinery Co., Ltd.","Laffan Refinery Co., Ltd. owns and operates petroleum refinery and produces oil and gas. The company is based in Ras Laffan, Qatar. Laffan Refinery Co., Ltd. operates as a subsidiary of Qatar Petroleum.",Oil and Gas Refining and Marketing,,Africa / Middle East,1,1,1
856,TotalEnergies SE,LaPorte Pipeline GP LLC,LaPorte Pipeline GP LLC is based in United States.,Gas Utilities,,United States and Canada,2,1,2
857,TotalEnergies SE,LYF SAS,"LYF SAS develops Lyf Pay, a mobile payment application based on a QR code system. The company was founded in 2011 and is based in Strasbourg, France.LYF SAS operates as a subsidiary of Crédit Mutuel Alliance Fédérale.",Transaction and Payment Processing Services,"Online Payments,  Fintech",Europe,4,1,4
858,TotalEnergies SE,Mabruk Oil Operations,Mabruk Oil Operations is an oil and gas exploration and production company. It offers extraction of crude petroleum. The company is based in France.,Oil and Gas Exploration and Production,,Europe,1,1,1
859,TotalEnergies SE,"Maxeon Solar Technologies, Ltd.","Maxeon Solar Technologies, Ltd. designs, manufactures, markets, and sells solar panels and related solar system components worldwide. The company provides interdigitated back contact and shingled solar cells and panels under the SunPower brand. It offers its products to dealers, project developers, system integrators, distributors, resellers, and residential and small-scale commercial customers. The company was incorporated in 2019 and is headquartered in Singapore.",Semiconductors,"Power Grid,  Smart Energy,  Energy Storage,  Energy Management,  Energy Efficiency,  Clean Energy",Asia-Pacific,3,5,5
860,TotalEnergies SE,Miyagi Osato Solar Park G.K.,Miyagi Osato Solar Park G.K. is headquartered in Japan.,Renewable Electricity,,Asia-Pacific,3,1,3
861,TotalEnergies SE,"MOZ LNG1 Co-Financing Company, LDA","MOZ LNG1 Co-Financing Company, LDA focuses on the financial investment in overseas project. The company is based in Maputo, Mozambique.",Asset Management and Custody Banks,,Africa / Middle East,4,1,4
862,TotalEnergies SE,Moz Lng1 Financing Company Ltd.,"Moz Lng1 Financing Company Ltd operates as an oil and gas exploration and production company. It is headquartered in Abu Dhabi, United Arab Emirates.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
863,TotalEnergies SE,Moz LNG1 Holding Company Ltd,"Moz LNG1 Holding Company Ltd was founded in 2019 and is based in Abu Dhabi, United Arab Emirates.",,,Africa / Middle East,3,1,3
864,TotalEnergies SE,Mozambique LNG Marine Terminal Company S.A.,Mozambique LNG Marine Terminal Company S.A. is headquartered in Mozambique.,,,Africa / Middle East,2,1,2
865,TotalEnergies SE,Mozambique MOF Company S.A.,Mozambique MOF Company S.A. is headquartered in Mozambique.,,,Africa / Middle East,3,1,3
866,TotalEnergies SE,Mulilo Prieska PV (RF) Proprietary Limited,"Mulilo Prieska PV (RF) Proprietary Limited owns and operates solar power plant. The company is based in Prieska, South Africa.",Renewable Electricity,"CleanTech,  Clean Energy, Solar Power, Solar Power Plant",Africa / Middle East,3,5,5
867,TotalEnergies SE,National Gas Shipping Company Limited,"National Gas Shipping Company Limited transports crude oil, refined oil products, and liquefied gas products. The company was founded in 1993 and is based in Abu Dhabi, United Arab Emirates. National Gas Shipping Company Limited operates as a subsidiary of Abu Dhabi National Oil Company.",Oil and Gas Storage and Transportation,,Africa / Middle East,1,1,1
868,TotalEnergies SE,Norpipe Oil AS,"Norpipe Oil AS is an oil and gas storage and transportation company. It was incorporated in 1995 and is based in Tananger, Norway.",Oil and Gas Storage and Transportation,,Europe,1,1,1
869,TotalEnergies SE,North Oil Company,"North Oil Company operates Al-Shaheen oil field in Qatar. North Oil Company was formerly known as Maersk Oil Qatar A/s. The company was founded in 1992 and is based in Doha, Qatar. As of July 14, 2017, North Oil Company operates as a subsidiary of Qatar Petroleum.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
870,TotalEnergies SE,Northern Lights JV DA,"Northern Lights JV DA provides transportation and storage components for carbon. The company was founded in 2021 and is based in Stavanger, Norway.",Diversified Support Services,,Europe,3,1,3
871,TotalEnergies SE,Oman LNG L.L.C.,"Oman LNG L.L.C. produces and sells liquefied natural gas and natural gas liquids by-products. The company undertakes project operations and related activities, which include liquefying, storing, transporting, and marketing natural gas to customers in Oman and internationally. Oman LNG L.L.C. was founded in 1994 and is headquartered in Muscat, Oman.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
872,TotalEnergies SE,Pars Lng Limited,Pars LNG Limited is headquartered in Bermuda.,,,United States and Canada,3,1,3
873,TotalEnergies SE,Partrederiet Bw Gas Global Lng Da,Partrederiet Bw Gas Global Lng Da operates as a subsidiary of Bergesen D Y Skipsfart As.,Marine Transportation,,Europe,2,1,2
874,TotalEnergies SE,Private Oil Holdings Oman Limited,"Private Oil Holdings Oman Limited explores and extracts crude oil, natural gas, and natural gas liquids. The company was formerly known as Petroleum Developments (Oman) Limited and changed its name to Private Oil Holdings Oman Limited in December, 1980. The company was founded in 1937 and is based in London, United Kingdom. Private Oil Holdings Oman Limited operates as a subsidiary of The Shell Petroleum Company Limited.",Oil and Gas Exploration and Production,,Europe,1,1,1
875,TotalEnergies SE,PV Salvador SpA,PV Salvador SpA operates solar power plants. The company is based in Chile. PV Salvador SpA operates as a subsidiary of Etrion Corporation.,Renewable Electricity,"CleanTech,  Clean Energy, Solar Power, Solar Power Plant",Latin America and Caribbean,3,5,5
876,TotalEnergies SE,QatarEnergy LNG,"QatarEnergy LNG develops, produces, and exports liquefied natural gas, helium, condensate, and associated products. QatarEnergy LNG was formerly known as Qatargas Operating Company Limited and changed its name to QatarEnergy LNG in September 2023. The company was founded in 1984 and is based in Ras Laffan, Qatar. QatarEnergy LNG operates as a subsidiary of Qatar Petroleum.",Oil and Gas Refining and Marketing,,Africa / Middle East,1,1,1
877,TotalEnergies SE,QatarEnergy LNG N(1),"QatarEnergy LNG N(1) produces liquefied natural gas and related products. The company was formerly known as Qatar Liquefied Gas Company Limited. QatarEnergy LNG N(1) was founded in 1984 and is based in Doha, Qatar.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
878,TotalEnergies SE,QatarEnergy LNG N(2),QatarEnergy LNG N(2) produces liquefied natural gas. The company was formerly known as QATAR LIQUEFIED GAS COMPANY LIMITED (2). QatarEnergy LNG N(2) was founded in 2004 and is based in Qatar. QatarEnergy LNG N(2) operates as a subsidiary of Qatar Petroleum.,Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
879,TotalEnergies SE,Qatofin Co. Ltd.,"Qatofin Co. Ltd. is headquartered in Doha, Qatar.",Commodity Chemicals,,Africa / Middle East,3,1,3
880,TotalEnergies SE,Rincón de Aranda,"Petrobras Energia S.A. - Total Austral S.A., Concesion Veta Escondida Y Rincon De Aranda - is based in Argentina. Petrobras Energia S.A. - Total Austral S.A., Concesion Veta Escondida Y Rincon De Aranda - operates as a subsidiary of Total SA.",Oil and Gas Exploration and Production,,Latin America and Caribbean,3,1,3
881,TotalEnergies SE,Ruwais Fertiliser Industries Limited,"Ruwais Fertiliser Industries Limited manufactures and markets industrial fertilizers. The company offers white granular urea that is produced by reacting ammonia and carbon dioxide to form ammonium carbamate, which is then decomposed to urea and water in the reactor. Its urea is used as a raw material for the chemical industry, as well as for medical and other applications. The company also focuses on developing AdBlue, ammonium sulphate, and sulphur coated urea. In addition, it provides various E-Services. It serves customers in the United Arab Emirates, as well as exports to the Indian sub-continent, the Far East, Africa, the United States, Latin America, Australia, and Europe. The company was founded in 1980 and is based in Abu Dhabi, United Arab Emirates.",Commodity Chemicals,,Africa / Middle East,3,1,3
882,TotalEnergies SE,San Jacinto Rail Limited,"San Jacinto Rail Limited engages in the construction and operation of railway lines. The company was incorporated in 2001 and is based in Fort Worth, Texas.San Jacinto Rail Limited operates as a subsidiary of LyondellBasell Industries N.V.",Rail Transportation,,United States and Canada,3,1,3
883,TotalEnergies SE,Saudi Aramco Total Refining and Petrochemical Co.,"Saudi Aramco Total Refining and Petrochemical Co., a refinery and petrochemical company, produces petroleum products and petrochemicals. It offers liquefied petroleum gas, benzene, paraxylene, gasoline, and diesel; propylene, a petrochemical component used to produce polypropylene; JET that is used as a fuel for the planes and can be used as heating oil; petroleum coke that is commonly used as a fuel in some countries like China; sulfur that is produced as a by-product of the hydro-treatment units. The company was founded in 2008 and is based in Al Jubail, Saudi Arabia. Saudi Aramco Total Refining and Petrochemical Co. operates as a subsidiary of Saudi Arabian Oil Company.",Oil and Gas Refining and Marketing,,Africa / Middle East,1,2,1
884,TotalEnergies SE,Sealants Europe SAS,"Sealants Europe SAS supplies sealants and adhesives products to aerospace and automotive industries. The company was founded in 2015 and is based in Paris, France. Sealants Europe SAS operates as a subsidiary of PPG Industries, Inc.",Trading Companies and Distributors,,Europe,3,1,3
885,TotalEnergies SE,Shams Power Company PJSC,"Shams Power Company PJSC designs, constructs, operates, and maintains a concentrated solar power plant in Abu Dhabi. The company is based in Abu Dhabi, United Arab Emirates. Shams Power Company PJSC operates as a subsidiary of Masdar.",Renewable Electricity,"CleanTech,  Clean Energy, Solar Power, Solar Power Plant",Africa / Middle East,3,5,5
886,TotalEnergies SE,Societe Africaine De Raffinage SA,"Societe Africaine De Raffinage SA refines, extracts, and drills oil wells. The company was founded in 1961 and is based in Dakar, Senegal.",Oil and Gas Refining and Marketing,,Africa / Middle East,1,1,1
887,TotalEnergies SE,Societe Champenoise D'energie,Societe Champenoise D'energie is based in France.,Diversified Support Services,,Europe,3,1,3
888,TotalEnergies SE,SOCIETE DES TRANSPORTS PETROLIERS PAR PIPELINE TRAPIL,"SOCIETE DES TRANSPORTS PETROLIERS PAR PIPELINE operates pipeline networks. The Company supplies gasoline, automotive diesel, home heating oil, jet fuel, and semi-finished products.Its services include industrial management, such as pipeline operation, maintenance, and monitoring; pipeline-related support services, including engineering, pipeline integrity, metering, consulting, and training. SOCIETE DES TRANSPORTS PETROLIERS PAR PIPELINE TRAPIL was founded in 1950 and is based in Puteaux, France.",Oil and Gas Storage and Transportation,,Europe,1,1,1
889,TotalEnergies SE,Société du Pipeline Sud-Européen S.A.,"Société du Pipeline Sud-Européen S.A. owns and operates a pipeline that supplies crude oil and naphta/condensate to refineries and petrochemical facilities in the inland axis of the upper Rhone-Rhine area. The company serves refineries and petrochemical facilities in Karlsruhe, Germany; Carling, France; and Neuchatel, Switzerland. Société du Pipeline Sud-Européen S.A. was incorporated in 1962 and is headquartered in Paris, France.",Oil and Gas Storage and Transportation,,Europe,1,1,1
890,TotalEnergies SE,Societe Economie Mixte Production Energetique Renouvelable,Societe Economie Mixte Production Energetique Renouvelable is based in France.,,,Europe,3,1,3
891,TotalEnergies SE,Societe Gabonaise De Raffinage Sa,"Societe Gabonaise De Raffinage Sa is based in Port-Gentil, Gabon.",Oil and Gas Exploration and Production,,Africa / Middle East,3,1,3
