M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
154082904964,2015,2015,Undisclosed Dollar Value Deal,Allow to offer new products and services,The purpose of the transaction was for Hutchinson SA to  offer new products and services.,,"Dymeo SAS is a provider of engineering services. The company is located in Grenoble, France.",Dymeo SAS,8C3410,"Dymeo SAS is a provider of engineering services. The company is located in Grenoble, France.",Business Services,Services Group,"Engineering, Accounting, Management Services",France,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Hutchinson SA acquires Dymeo SAS,"FRANCE - Hutchinson SA, a unit of Total Chimie SA, agreed to acquire Dymeo SAS, a Grenoble-based provider of engineering services, from Truffle Capital SAS.",3,4,4,3,2,2
154082238317,2015,2015,Stake Purchases Deal,Strengthen existing operations/expand presence in primary market,The purpose of the transaction was for Taas-Yuryakh Neftegazodobycha OOO to strenghten its existing operations and expand presence in crude petroleum and natural gas market.,,"Taas-Yuryakh Neftegazodobycha OOO is engaged in the crude petroleum and natural gas services business. The company was founded in 2000 and is located in Lensk, Russian Federation.",Rosneftegaz AO,77773Z,"Rosneftegaz AO is engaged in the crude petroleum and natural gas services business. The Company is located in Moscow, the Russian Federation.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,BP PLC,055622,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,BP PLC acquires 20% stake in Taas-Yuryakh Neftegazodobycha for US$0.7B,"RUSSIA - BP PLC of the UK acquired a 20% stake in Taas-Iuriakh Neftegazodobycha OOO, a Lensk-based producer of crude petroleum and natural gas, a unit of OOO RN-Vostochnaya Sibir, for RUB 40.499 bil (USD 750 mil) from the Russian state-owned OAO Rosneftegaz, in a privately negotiated transaction. Originally, BP PLC of the UK was rumored to be planning to acquire a 20% stake in Taas-Iuriakh Neftegazodobycha.",1,1,1,1,2,1
154082914061,2015,2015,Disclosed Dollar Value Deal,,,,The US Solar development pipeline of Infigen Energy Ltd.,Infigen Energy Ltd,44674C,"Infigen Energy Ltd, located in Sydney, Australia, provides wind energy generation services and with operations in Australia, Europe and the United States. Its principal activities include managing its portfolio of wind farms, and seeking to identify and acquire additional wind farms, which meet its investment criteria. The Company was founded on 01 June 2003.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Australia,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Sunpower Corp acquires Infigen Energy Ltd-US Solar for US$37.9M,"US - SunPower Corp, a unit of Total SA, acquired US solar development pipeline of Infigen Energy Ltd, a Sydney-based electric power distributor, for a total USD 37.9 mil.",4,4,4,1,3,1
154082919723,2015,2015,Stake Purchases Deal,"Create synergies, eliminate duplicate services/operations;Strengthen operations","The purposes of the transaction were for Shell Midstream Partners LP to strengthen its operations and create synergies. As a result of the transaction, synergies are expected to be immediately accretive to unitholders.",,"Poseidon Oil Pipeline Co LLC, located in Houston, Texas, owns and operates crude oil pipelines. It delivers crude oil to Shell Pipeline Company's tankage at Houma, Louisiana, connecting carriers at St. James, Louisiana; and in Shell Pipeline Company's auger pipeline.",Genesis Energy LP,371927,"Genesis Energy LP is a gas transportation pipelines owner and operator, headquartered in Houston, Texas. It is focused on the midstream segment of the oil and gas industry in the Gulf Coast region of the United States, primarily Texas, Louisiana, Arkansas, Mississippi, Alabama, Florida and offshore in the Gulf of Mexico. We have a diverse portfolio of customers, operations and assets, including refinery-related plants, pipelines, storage tanks and terminals, and trucks and truck terminals. We provide services to refinery owners; oil and CO2 producers; industrial and commercial enterprises that use CO2 and other industrial gases; and individuals and companies that use our trucking services. Substantially all of our revenues are derived from providing services to integrated oil companies, large independent oil and gas or refinery companies, and large industrial and commercial enterprises. The company was founded in 1996.",Oil and Gas; Petroleum Refining,Natural Resources Group,"Pipelines, except Natural Gas",United States,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Shell Midstream Partners LP acquires 36% stake in Poseidon Oil Pipeline Co LLC for US$350M,"US - Shell Midstream Partners LP, a unit of Shell Pipeline Co LP (SPC), acquired a 36% stake in Poseidon Oil Pipeline Co LLC, a Houston-based owner and operator of crude oil pipelines, jointly owned by Enterprise GTM Holdings LP (36%), a unit of Enterprise Products Partners LP; Equilon Enterprises LLC (36%), a unit of Shell Oil Co, ultimately owned by Royal Dutch Shell PLC, and Genesis Energy LP (28%), for USD 350 mil in cash, in a privately negotiated transaction.",1,1,3,1,2,1
154082920432,2015,2015,Undisclosed Dollar Value Deal,,,,"The 376 MW Poplar Creek cogeneration facility of TransAlta Corp is located in Alberta, Canada.",TransAlta Corp,89346D,"TransAlta Corp, located in Calgary, Alberta, Canada, provides electric utility services. It owns, operates and develops a diverse fleet of electrical power generation assets. It provides municipalities, medium and large industries, businesses and utility customers with clean, affordable, energy efficient and reliable power. The Company was founded in 1909.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Canada,Suncor Energy Inc,867224,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Canada,Suncor Energy Inc acquires TransAlta Corp-Poplar Creek,"CANADA - Suncor Energy Inc (Suncor) acquired the 376 MW Poplar Creek cogeneration facility of TransAlta Corp (TransAlta), a Calgary-based electric power distributor. Concurrently, TransAlta acquired two wind power facilities of Suncor.",5,3,3,1,3,2
154082921559,2015,2015,Disclosed Dollar Value Deal,,,,"5 plants of Cenit Transporte y Logistica de Hidrocarburos SA, a provider of natural gas distribution services, located in Bogota, Colombia.",Ecopetrol SA,29244I,"Ecopetrol SA, located in Bogota, Colombia, is engaged in the crude petroleum and natural gas services business. It is involved in the production of crude oil and in the extraction, collection, treatment, storage and compression of hydrocarbons. It also owns and operates 4465 km of main oil pipeline networks and 3980 km of multiple-use pipelines, which converge at the Covenas and Santa Marta terminals in the Atlantic, and Buenaventura and Tumaco in the Pacific. The Company was founded in December 1941.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Colombia,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Organizacion Terpel SA acquires Cenit Transporte y-Plants(5) for US$14.7M,"COLOMBIA - Organizacion Terpel SA, a unit of Empresas Copec SA, acquired 5 plants of Cenit Transporte y Logistica de Hidrocarburos SA, a Bogota-based natural gas distributor, ultimately owned by the Colombian state-owned Ecopetrol SA, for a total COP 39.366 bil (USD 14.723 mil). The transaction included plants in Puerto Carreno, Puerto Iririda, San Jose del Guaviare, Puerto Asis and Leticia.",1,1,1,1,3,2
154082922430,2015,2015,Undisclosed Dollar Value Deal,,,,"Express Telecommuncations Inc, based in Pasig, Philippines, wholesale mobile cellular phone units and provides telecommunications services. It was founded in December 1988.",Lopez Inc,54354R,"Lopez Inc, located in Pasig City, Philippines, is an investment holding company for its subsidiaries provides telecommunications, broadcasting, power distribution and generation services. The company was founded in 1935.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Philippines,Top Frontier Investment Holdings Inc,89937Q,Oil and Gas; Petroleum Refining,Petroleum Refining,Philippines,Vega Telecom Inc acquires Express Telecommuncations Inc,"PHILIPPINES - Vega Telecom Inc, a unit of San Miguel Corp, acquired Express Telecommuncations Inc, an Ortigas Center, Pasig City-based electronic parts and equipment merchant wholesaler, from Bayan Telecommunications Holdings Corp, owned by Lopez Holdings Co.",5,5,3,1,2,2
154082923373,2015,2015,Stake Purchases Deal,,,,"Liberty Telecoms Holdings Inc is a telecommunications services provider, headquartered in Makati City, Philippines. It offers telephone services, data communications, interexchange carrier services, international voice and data connectivity services, and wireless broadband services. The company was founded in 1994.",Liberty Telecoms Holdings Inc,53128A,"Liberty Telecoms Holdings Inc is a telecommunications services provider, headquartered in Makati City, Philippines. It offers telephone services, data communications, interexchange carrier services, international voice and data connectivity services, and wireless broadband services. The company was founded in 1994.",Telecommunications,Services Group,Communications,Philippines,Top Frontier Investment Holdings Inc,89937Q,Oil and Gas; Petroleum Refining,Petroleum Refining,Philippines,San Miguel Corp acquires 42% stake in Liberty Telecoms Holdings Inc,"PHILIPPINES - San Miguel Corp acquired a 42.9% stake, or 554.977 mil ordinary shares, in Liberty Telecoms Holdings Inc, a Makati City-based wired telecommunications carrier, from the Qatari state-owned Ooredoo QSC, in a privately negotiated transaction.",5,5,5,2,5,
154082928369,2015,2015,Undisclosed Dollar Value Deal,,,,"Inch Cape offshore project of EDP Renovveis SA, located in UK, owns and operates wind farms.",ESP Acquisition LLC,27085P,Special purpose acquisition vehicle. An investment vehicle that is formed solely for the purpose of making acquisitions.,Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,United States,Repsol SA,76026T,Oil and Gas; Petroleum Refining,Petroleum Refining,Spain,Repsol Nuevas Energias SA acquires 49% stake in EDP Renovaveis SA-Inch Cape,"UK - Repsol Nuevas Energias SA of Spain, a unit of Repsol SA, acquired the remaining 49% stake, which it did not already own, in inch cape offshore project of EDP Renovaveis SA, intermediator. The transaction was subject to regulatory approval. Concurrently, EDP Renovaveis SA of Spain, a unit of Energias de Portugal SA, acquired the remaining 33% stake in moray offshore project of Repsol Nuevas Energias SA.",1,5,1,1,4,4
154082984673,2015,2015,Undisclosed Dollar Value Deal,,,,"Retail commercial & industrial & aviation fuel business of Chevron Pakistan Ltd, located in Pakistan.",Chevron Corp,166764,"Chevron Corp, located in San Ramon, California, is an oil and gas exploration, production, and refinery company. It also wholesales petroleum and other energy products under the Chevron, Texaco, Caltex, Havoline and Delo brands. It also manufactures commodity petrochemicals and plastics, fuel and lubricant oil additives for industrial uses. It has operations in Asia, Australia, Europe, North and South America and Africa.It is also a holding company. The Company was founded on September 10, 1879.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United States,Government of Pakistan,03367W,Public Administration,Nonclassifiable Establishments,Pakistan,"Total Parco Pakistan Ltd acquires Chevron Pakistan Ltd-Ret,Coml","PAKISTAN - Total Parco Pakistan Ltd, jointly owned by Total SA and Pak-Arab Refinery Co Ltd, acquired retail,commercial & industrial & aviation fuel business of Chevron Pakistan Ltd, a Karachi-based petroleum refinery operator, ultimately owned by Chevron Corp.",1,3,3,2,1,1
154081053088,2016,2015,Stake Purchases Deal,Strengthen existing operations/expand presence in primary market;Other;Strengthen operations,"The purpose of the transaction was for Neftianaia Kompaniia Rosneft' OAO to establish a strategic cooperation with ONGC Videsh Ltd, as well as to strengthen and accelerate the Russian-Indian partnership in sphere of energy.",,"Vankorneft' AO, located in Turukhansk, the Russian Federation, is engaged in the crude petroleum and natural gas services business. The Company was founded in 2004.",Rosneftegaz AO,77773Z,"Rosneftegaz AO is engaged in the crude petroleum and natural gas services business. The Company is located in Moscow, the Russian Federation.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Oil & Natural Gas Corp Ltd,Y64606,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,India,ONGC Videsh Ltd acquires 15% stake in Vankorneft' for US$1.3B,"RUSSIA - ONGC Videsh Ltd(ONGC) of India, a unit of the Indian state-owned Oil & Natural Gas Corp Ltd, acquired a 15% stake in Vankorneft' AO, a Turukhansk-based producer of crude petroleum and natural gas, a unit of Neftianaia Kompaniia Rosneft' OAO, ultimately owned by the Russian state-owned Rosneftegaz OAO, for RUB 84.264 bil (USD 1.268 bil), in a privately negotiated transaction. Originally, ONGC was rumored to be planning to acquire a 10% stake in Vankorneft', in a privately negotiated transaction.",1,1,1,1,1,1
154082980300,2015,2015,Stake Purchases Deal,,,,"Alfa sentral project of First Oil, located in the UK.",First Oil PLC,33585P,"First Oil PLC, located in Aberdeen, UK, is an oil and gas exploration and production company, focusing in the North Sea region.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United Kingdom,Statoil ASA,85771S,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil ASA acquires 24% stake in First Oil-Alfa Sentral project for US$15M,"UK - The Norwegian state-owned Statoil ASA acquired a 24% stake in alfa sentral project of First Oil, a Teddington, Middlesex-based producer of crude petroleum and natural gas, owned by Tuskar UK Holdings Ltd, for a total GBP 9.9 mil (USD 14.979 mil), in a privately negotiated transaction.",1,1,1,1,2,1
154082956554,2015,2015,Undisclosed Dollar Value Deal,,,,"Fuel distribution activities of Inergence SAS, located in France.",Inergence SAS,0E8545,"Inergence SAS is a chemical and allied products wholesaler. The company is located in Bruges, France.",Wholesale Trade-Nondurable Goods,Trade Group,Wholesale Trade-Nondurable Goods,France,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,CPE Enegies SNC acquires Inergence-Fuel Distribution,"FRANCE - CPE Enegies SNC, a unit of Total SA, acquired fuel distribution activities of Inergence SAS, a Bruges-based chemical and allied products merchant wholesaler.",2,2,2,2,2,1
154082954363,2016,2015,Disclosed Dollar Value Deal,"Increase shareholder value;General strategy to take advantage of sound investment opportunities;Create synergies, eliminate duplicate services/operations;Other","The purposes of the transaction were for Suncor Energy Inc to increase shareholder value, to invest in an integrated energy company, to defer taxation and to create synergies. As a result of the transaction, earnings were expected to be accretive.",Horizontal,"Canadian Oil Sands Ltd, headquartered in Calgary, Alberta, is an oil and gas exploration and production company. They were founded in 1978.",Canadian Oil Sands Ltd,13643E,"Canadian Oil Sands Ltd, headquartered in Calgary, Alberta, is an oil and gas exploration and production company. They were founded in 1978.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Canada,Suncor Energy Inc,867224,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Canada,Suncor Energy Inc acquires Canadian Oil Sands Ltd for US$4.5B,"CANADA - Suncor Energy Inc (Suncor) acquired the entire share capital of Canadian Oil Sands Ltd (Canadian Oil), a Calgary-based oil and gas exploration and production company, in a stock swap transaction, for an amended CAD 4.236 bil (USD 2.907 bil). Suncor offered 0.28 per Canadian Oil share. Based on Suncor's closing stock price of CAD 31.22 (USD 21.425) on 15 January 2016, the last full trading day prior to the announcement, each Canadian Oil share was valued at CAD 8.742 (USD 5.999). Originally, Suncor offered 0.25 per Canadian Oil share. Earlier, Suncor completed its tender offer for Canadian Oil by accepting 408.097 mil shares, or 84.211% of Canadian Oil's common shares outstanding. The offer was conditioned upon at least 51% of Canadian Oil's shares being tendered.",1,1,1,1,3,1
154082978626,2016,2015,Undisclosed Dollar Value Deal,,,,"EconGas GmbH is a pipeline transportation services of natural gas. The company was founded in 2003 and is located in Vienna, Austria. located in Vienna, Austria.",OMV AG,670875,"OMV AG, located in Vienna, Austria, is an oil and gas company. It operates through two segments: upstream and downstream. It is also a holding Company. The upstream segment focuses on the exploration, development and production of oil and gas in three core regions: Central and Eastern Europe (CEE), the North Sea, as well as the Middle East and Africa. The Company owns proven reserves of approximately 1.03 billion barrel of oil equivalent (boe) and has a production capacity of over 300 thousand barrel of oil equivalent per day (kboe/d). The downstream segment comprises two business units: downstream oil, that operates around 3,800 filling stations in approximately 10 countries, refineries in Austria and Germany, both of which feature integrated petrochemical production, as well as the Petrobrazi refinery in Romania, which processes predominantly Romanian crude oil, and downstream gas, that focuses on gas trade and sales, as well as owns a pipeline network and gas storage facilities in Austria. The Company was founded in 1956.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Austria,OMV AG,670875,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Austria,OMV AG acquires 35% stake in EconGas GmbH,"AUSTRIA - OMV AG acquired the remaining 35.75% stake, which it did not already own, in EconGas GmbH, a Vienna-based pipeline transportation services of natural gas, from the Austrian state-owned EVN AG and Energie Burgenland AG and Wien Energie GmbH.",1,1,2,2,2,1
154082968678,2015,2015,Undisclosed Dollar Value Deal,,,,"Pecten Midstream LLC, owns and operates crude pipelines. It owns Lockport Crude Terminal and Auger Pipeline System.",Shell PLC,780259,"Shell PLC is a petroleum refinery operator. It is engaged in the exploration, production, refining and marketing of oil and natural gas, and the manufacturing and marketing of chemicals. Its reporting segments include Integrated Gas, Upstream, Marketing, Chemicals and Products, Renewables and Energy Solutions, and Corporate. The Integrated Gas segment includes liquefied natural gas, conversion of natural gas into gas-to-liquids fuels and other products. The Upstream segment includes exploration and extraction of crude oil, natural gas and natural gas liquids. The Marketing segment comprises the Mobility, Lubricants, and Sectors and Decarbonisation businesses. The Chemicals and Products segment includes chemicals manufacturing plants with their own refineries which turn crude oil and other feedstocks into a range of oil products. The Renewables and Energy Solutions segment includes Shells Integrated Power activities. The Company was founded in February 1907 and is located in London, the United Kingdom.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United Kingdom,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Shell Midstream Partners LP acquires Pecten Midstream LLC,"US - Shell Midstream Partners LP, a unit of Shell Pipeline Co LP (SPC), ultimately owned by Shell Oil Co (SOC), acquired Pecten Midstream LLC, an owner and operator of crude pipelines, from SPC, ultimately owned by SOC, in an internal reorganization.",1,1,2,1,2,1
154082976698,2016,2015,Disclosed Dollar Value Deal,,,,"Tableros de Fibras SA is a manufacturer and wholesaler of reconstituted wood products. The company was founded in 1946 and is located in Madrid, Spain.",Efanor Investimentos SGPS SA,27048A,"Efanor Investimentos SGPS SA is a provider of financial investment services. The Company was founded in 1992 and is located in Porto, Portugal.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Portugal,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Arauco acquires 50% stake in Tafisa for US$145.7M,"SPAIN - Celulosa Arauco y Constitucion SA of Chile, a unit of Empresas Copec SA, acquired a 50% interest in Tableros de Fibras SA, a Madrid-based manufacturer and wholesaler of wood products, from Sonae Industria SGPS SA, ultimately owned by Efanor Investimentos SGPS SA, for a total EUR 137.5 mil (USD 145.657 mil).",5,1,5,1,2,1
154082988241,2015,2015,Undisclosed Dollar Value Deal,,,,"Sagaz is a liquefied petroleum gas dealer. The company is located in Sfax, Tunisia.",Sagaz,2E5293,"Sagaz is a liquefied petroleum gas dealer. The company is located in Sfax, Tunisia.",Miscellaneous Retail Trade,Trade Group,Miscellaneous Retail,Tunisia,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Total Tunisie(Total Cie) acquires Sagaz,"TUNISIA - Total Tunisie, a unit of Total Cie Francaise des Petroles SA, acquired Sagaz, a Sfax-based liquefied petroleum gas dealer.",1,2,2,2,2,1
154082988074,2015,2015,Undisclosed Dollar Value Deal,,,,"66 gas stations of FE-Trading GmbH, located in Anif, Austria.",Familie Benko Privatstiftung,7C3472,"Familie Benko Privatstiftung is a provider of financial investment services. The Company was founded in 2001 and is located in Innsbruck, Austria.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Austria,OMV AG,670875,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Austria,OMV AG acquires FE-Trading GmbH-Gas Stn(66),"AUSTRIA - OMV AG acquired 66 gas stations of FE-Trading GmbH, an Anif-based petroleum and petroleum products merchant wholesaler, owned by SIGNA Holding GmbH.",1,1,2,1,2,1
154082990092,2015,2015,Stake Purchases Deal,,,,"North Alexandria Concession of DEA Deutsche Erdoel AG, located in Alexandria, Egypt, is an oil and gas exploration and production concession.",Letterone Holdings SA,0E5784,"Letterone Holdings SA is a financial sponsor. The Company is an international investment business led by entrepreneurs and former CEOs and international businesspeople. It buys and builds investments that stand the test of time and create value for all its partners and stakeholders. It invests through L1 Energy, L1 Technology, L1 Health and L1 Retail. Its liquidity is managed by L1 Treasury. Its investments in private equity are managed independently. The Company was founded in 2013 and is located in Luxembourg, Luxembourg.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Luxembourg,BP PLC,055622,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,BP Egypt Co acquires 22% stake in DEA Deutsche Erdoel-Concession,"EGYPT - BP Egypt Co, a unit of BP PLC, acquired a 22.75% ownership interest in north alexandria concession of DEA Deutsche Erdoel AG, a Hamburg-based producer of crude petroleum and natural gas, owned by L1 Energy Ltd, in a privately negotiated transaction.",1,1,1,1,2,1
154082986552,2016,2015,Disclosed Dollar Value Deal,,,,The Piceance Basin oil and gas assets that currently have 283 billion cubic feet equivalent of proved developed producing reserves as of November 2015.,Piceance Basin Oil & Gas Assets,2E4110,The Piceance Basin oil and gas assets that currently have 283 billion cubic feet equivalent of proved developed producing reserves as of November 2015.,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Freeport-McMoRan Inc,35671D,Mining,Metal Mining,United States,Piceance Energy LLC acquires Piceance Basin Oil & Gas Asts for US$157.5M,"US - Piceance Energy LLC, jointly owned by Par Pacific Holdings Inc and Laramie Energy II LLC, agreed to acquire Piceance Basin oil and gas assets, for an estimated USD 157.5 mil.",1,2,1,1,2,1
154082985765,2015,2015,Undisclosed Dollar Value Deal,,,,"Assets of Devon Energy Corp, located in northern New Mexico and southern Colorado.",Devon Energy Corp,25179M,"Devon Energy Corp, located in Oklahoma City, Oklahoma, is an independent energy company engaged primarily in the exploration, development and production of oil, natural gas and natural gas liquids (NGLs). Its operations are concentrated in various North American onshore areas in the United States. It has four core oil producing areas: the Delaware Basin, Eagle Ford, STACK and Rockies Oil. The Company was founded in 1971.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,BP PLC,055622,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,BP PLC acquires Devon Energy Corp-Assets,"US - BP PLC of the UK acquired the assets, located in northern New Mexico and southern Colorado, of Devon Energy Corp, an Oklahoma City-based oil and gas exploration and production company.",1,1,1,1,2,1
154083012164,2015,2015,Undisclosed Dollar Value Deal,,,,"Project execution business of Saipem SpA, located in Italy. It comprises the Vibo Valentia and Rome project execution centres.",Saipem SpA,78711Y,"Saipem SpA is a provider of support services for oil and gas operations. It is active as contractor in the oil and gas industry in remote areas and deepwater. It supplies engineering, procurement, project management and construction services with the design and the execution of offshore and onshore projects. In addition, the Company also offers technologies for the gas monetization and heavy oil exploitation. It is organized into five business units: Onshore Engineering & Construction, Offshore Engineering & Construction, Onshore Drilling, Offshore Drilling, and XSIGHT. The Engineering & Construction business unit operates both onshore and offshore. The offshore activities include platforms, marine terminals, pipelines and the development of deepwater fields. The onshore activities focus on the laying of pipelines and installation of plant, equipment and the floaters. The Drilling business unit carries out drilling programs in the onshore and offshore environments globally. The Company was founded in December 1969 and is located in San Donato Milanese, Italy.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Italy,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Tecnomare SpA acquires Saipem SpA-Project Execution,"ITALY - Tecnomare Societa per lo Sviluppo delle Tecnologie Marine SpA, a unit of Eni SpA, acquired project execution business of Saipem SpA, a San Donato Milanese-based provider of support services for oil and gas operations.",3,1,3,1,3,1
154082995310,2016,2016,Stake Purchases Deal,Increase shareholder value;Concentrate on core businesses/assets;Strengthen operations,"The purposes of the transaction were for Statoil ASA to strengthen its existing operations on the Norwegian Continental Shelf, increase shareholder value, as well as to to concentrate on its core businesses.",Horizontal,"Lundin Petroleum AB, located in Stockholm, Sweden, is an oil and gas exploration and production Company. The production is generated from assets in France, Tunisia, Netherlands, Norway, Venezuela, Indonesia, Sudan, Nigeria, UK and Ireland. It operates through 78 production and exploration licenses. The Company was founded in 2001.",Lundin Petroleum AB,55038Q,"Lundin Petroleum AB, located in Stockholm, Sweden, is an oil and gas exploration and production Company. The production is generated from assets in France, Tunisia, Netherlands, Norway, Venezuela, Indonesia, Sudan, Nigeria, UK and Ireland. It operates through 78 production and exploration licenses. The Company was founded in 2001.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Sweden,Statoil ASA,85771S,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil ASA acquires 12% stake in Lundin Petroleum AB for US$0.5B,"SWEDEN - The Norwegian state-owned Statoil ASA acquired a 12.004% stake, or 37.102 mil ordinary shares,  in Lundin Petroleum AB, a Stockholm-based oil and gas exploration and production company, for an estimated SEK 4.6 bil (USD 539.677 mil), in a privately negotiated transaction.",1,1,1,1,2,1
154083003021,2016,2016,Undisclosed Dollar Value Deal,,,,"An undisclosed fuel retailer, located in the Dominican Republic.",Putney Capital Management LLC,7C8024,"Putney Capital Management LLC, located in Santo Domingo, Domincan Republic, is a provider of investment management services focused on industrial and energy sectors in the Caribbean, Central America and Andean Region. It was founded in 2007. It also has an office in San Juan, Puerto Rico.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,"Security and Commodity Brokers, Dealers, Services",Dominican Republic,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Joint Venture: Undisclosed Fuel Retailer / Total SA,"DOMINICAN REPUBLIC - Total SA of France acquired a 70% interest in an undisclosed fuel retailer (the retailer), from Putney Capital Management LLC, in the formation of a joint venture.",1,2,2,1,1,1
154083003619,2016,2016,Stake Purchases Deal,,,,"Oil exploration block 14 of Total SA, located in Uruguay. Total SA is an oil and gas exploration and production company located in Courbevoie, France.",Total SA,89151E,"Total SA, located in Paris, France, is an oil and gas company. Its operations include petroleum products distribution, electricity generation, refining and chemistry, via 18 international refineries, manufacturing of basic and special chemistry products (olefins, aromatics, rubber, resins) and hydrocarbon production with operations in Europe, Africa, Middle East, South and North America and Asia Pacific. Its products are also used in aviation, heating and marine sectors. It also has operations in transportation, storage and sales of gas, LNG, LPG and carbon. It is also a holding company. The Company was founded on March 28, 1924.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,France,Statoil ASA,85771S,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil ASA acquires 15% stake in Total SA-Oil Expl Block 14,"URUGUAY - The Norwegian state-owned Statoil ASA acquired a 15% ownership interest in oil exploration block 14 of Total SA, a Courbevoie-based oil and gas exploration and production company, in a privately negotiated transaction.",1,1,1,1,1,1
154083017611,2016,2016,Disclosed Dollar Value Deal,,,,"Albania assets of Petromanas Albania GmbH, located in Albania, is involved in crude petroleum and natural gas extraction.",C Walker Group Inc,93166V,"C Walker Group Inc, located in West Vancouver, Canada, provides insurance warranty services. Its is engaged in automotive and furniture protection and appearance products; service plans and customer retention program; and ethics hotline and risk management systems. The Company was founded in 1968.",Insurance,Financial Group,Insurance Carriers,Canada,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Shell Upstream Albania B.V acquires Petromanas Albania GmbH - for US$44.7M,"ALBANIA - Shell Upstream Albania B.V of British Virgin Islands(United Kingdom), a unit of Royal Dutch Shell PLC, acquired albania assets of Petromanas Albania GmbH, producer of crude petroleum and natural gas, owned by Petromanas Energy Inc, for a total ALL 5.685 bil (USD 44.699 mil).",1,1,1,1,2,1
